video_id,file_name,dialect,gloss,top1,top5,closest_train_clip,closest_train_diff,dup_in_train
145,D0108N.mp4,N,thiệp sinh nhật,1,1,D0108T.mp4,0.243,1
4280,W03329B.mp4,B,thuê,1,1,W03329T.mp4,0.242,1
3213,W03339T.mp4,T,thuỷ điện,1,1,W03339N.mp4,0.183,1
3105,W03175N.mp4,N,thành lập,0,0,W03175.mp4,11.361,0
3084,W03148B.mp4,B,thái độ,0,0,W03148T.mp4,17.215,0
3099,W03167T.mp4,T,tháng,1,1,W03167N.mp4,0.267,1
3119,W03204N.mp4,N,thân cây,1,1,W03204T.mp4,0.264,1
3151,W03251B.mp4,B,thìa,0,1,W03251T.mp4,11.925,0
3156,W03252T.mp4,T,thích thú,0,0,W03252B.mp4,12.257,0
33,D0029N.mp4,N,thói quen,1,1,D0029T.mp4,0.268,1
4272,W03288B.mp4,B,thông minh,0,0,W03288T.mp4,14.351,0
3177,W03292T.mp4,T,thông tin,1,1,W03292N.mp4,0.21,1
3198,W03323N.mp4,N,thú dữ,1,1,W03323T.mp4,0.228,1
3199,W03324B.mp4,B,thú y,0,0,W03324T.mp4,16.279,0
4262,W03197T.mp4,T,thăm hỏi,1,1,W03197B.mp4,0.275,1
3187,W03314N.mp4,N,thơm,0,1,W03314T.mp4,0.173,1
3237,W03373B.mp4,B,thương yêu,1,1,W03373T.mp4,0.244,1
209,D0156T.mp4,T,thường xuyên,1,1,D0156N.mp4,0.268,1
3131,W03222N.mp4,N,thầy cô,1,1,W03222T.mp4,0.223,1
3134,W03224B.mp4,B,thầy giáo,0,0,W03224T.mp4,15.019,0
3144,W03239T.mp4,T,thế nào?,1,1,W03239N.mp4,0.192,1
3192,W03320N.mp4,N,thủ công,1,1,W03320B.mp4,8.869,0
3194,W03321B.mp4,B,thủ tướng,0,0,W03321T.mp4,15.749,0
4286,W03345T.mp4,T,thủy điện hòa bình,1,1,W03345N.mp4,0.232,1
3225,W03359N.mp4,N,thừa,1,1,W03359T.mp4,0.106,1
3227,W03361B.mp4,B,thừa thiên – huế,0,0,W03361T.mp4,14.985,0
3251,W03392T.mp4,T,tiếc,1,1,W03392B.mp4,0.261,1
3257,W03409N.mp4,N,tiếng anh,1,1,W03409T.mp4,0.184,1
3262,W03421B.mp4,B,tiếp tục,0,0,W03421T.mp4,16.746,0
3266,W03422T.mp4,T,tiết kiệm,0,0,W03422N.mp4,13.952,0
3297,W03471N.mp4,N,toa xe,1,1,W03471T.mp4,0.23,1
3299,W03472B.mp4,B,toà án,0,0,W03472T.mp4,17.927,0
4306,W03571T.mp4,T,tre,1,1,W03571N.mp4,7.67,0
3369,W03611N.mp4,N,trong ngoài,1,1,W03611T.mp4,0.241,1
3395,W03642B.mp4,B,trung quốc (nước trung quốc),1,1,W03642T.mp4,0.256,1
3399,W03645T.mp4,T,trung thu,1,1,W03645N.mp4,0.266,1
3378,W03620N.mp4,N,trông chờ,1,1,W03620T.mp4,0.236,1
3381,W03622B.mp4,B,trông nom,0,0,W03622T.mp4,16.238,0
4317,W03649T.mp4,T,trúng tuyển,1,1,W03649N.mp4,0.274,1
4303,W03550N.mp4,N,trăng,1,1,W03550T.mp4,0.249,1
3412,W03669B.mp4,B,trước,1,1,W03669T.mp4,0.283,1
4321,W03673T.mp4,T,trường mầm non,1,1,W03673N.mp4,0.251,1
3419,W03674N.mp4,N,trường ptcs (cấp 2),1,1,W03674T.mp4,0.266,1
3421,W03675B.mp4,B,trường thpt ( cấp 3),0,0,W03675T.mp4,15.891,0
3350,W03552T.mp4,T,trắng muốt,1,1,W03552N.mp4,0.263,1
541,D0464N.mp4,N,trẻ con/con nít,1,1,D0464T.mp4,0.235,1
4310,W03602B.mp4,B,trọc đầu,0,0,W03602T.mp4,16.723,0
3376,W03619T.mp4,T,trốn chạy,1,1,W03619N.mp4,0.215,1
3391,W03636N.mp4,N,trụi lá,1,1,W03636T.mp4,0.221,1
3408,W03659B.mp4,B,trứng,0,0,W03659T.mp4,16.275,0
3430,W03685T.mp4,T,tuần,0,0,W03685N.mp4,13.958,0
78,D0053N.mp4,N,tuần lễ người điếc thế giới,0,0,D0053B.mp4,12.857,0
487,D0416B.mp4,B,tuần này,0,0,D0416T.mp4,7.25,0
492,D0417T.mp4,T,tuần sau,1,1,D0417N.mp4,0.255,1
494,D0418N.mp4,N,tuần trước,1,1,D0418T.mp4,4.804,0
3051,W03085B.mp4,B,tàu hoả,0,1,W03085T.mp4,18.009,0
4239,W03071T.mp4,T,tái phạm,1,1,W03071N.mp4,0.275,1
3274,W03433N.mp4,N,tìm hiểu,0,0,W03433B.mp4,16.281,0
504,D0429B.mp4,B,tóc ngắn,0,1,D0429T.mp4,0.213,1
3311,W03486T.mp4,T,tô màu,0,1,W03486N.mp4,0.281,1
3672,W04056N.mp4,N,tôi yêu bạn,0,0,W04056T.mp4,10.492,0
149,D0111B.mp4,B,tương ớt,1,1,D0111T.mp4,0.266,1
4324,W03727T.mp4,T,tưới cây,1,1,W03727N.mp4,0.263,1
4325,W03732N.mp4,N,tưởng tượng,1,1,W03732.mp4,13.342,0
3062,W03105B.mp4,B,tấm vải,1,1,W03105T.mp4,0.225,1
52,D0040T.mp4,T,tết hàn thực,0,1,D0040B.mp4,10.244,0
4253,W03134N.mp4,N,tết trung thu,1,1,W03134T.mp4,0.236,1
507,D0430B.mp4,B,tổng kết/bế giảng,0,1,D0430T.mp4,9.71,0
3321,W03505T.mp4,T,tổng thống,1,1,W03505N.mp4,0.198,1
3324,W03508N.mp4,N,tờ báo,1,1,W03508T.mp4,0.247,1
3326,W03509B.mp4,B,tờ giấy,0,0,W03509T.mp4,14.86,0
140,D0103T.mp4,T,từ chối,1,1,D0103N.mp4,0.253,1
3445,W03714N.mp4,N,từ trái nghĩa,0,1,W03714T.mp4,0.258,1
3448,W03717B.mp4,B,tự do,0,0,W03717T.mp4,12.282,0
3452,W03719T.mp4,T,tự lập,0,0,W03719N.mp4,13.486,0
3454,W03720N.mp4,N,tự tin,1,1,W03720T.mp4,0.275,1
3456,W03722B.mp4,B,tự vệ,0,0,W03722T.mp4,16.144,0
288,D0213T.mp4,T,ung thư,1,1,D0213B.mp4,0.219,1
3568,W03888N.mp4,N,vui chơi,0,0,W03888T.mp4,18.091,0
3570,W03889B.mp4,B,vui mừng,1,1,W03889T.mp4,0.189,1
3575,W03890T.mp4,T,vui sướng,1,1,W03890B.mp4,0.173,1
3525,W03825N.mp4,N,vì sao?,1,1,W03825T.mp4,0.246,1
3529,W03828B.mp4,B,ví dụ,1,1,W03828T.mp4,0.303,1
106,D0066T.mp4,T,vô duyên,1,1,D0066N.mp4,0.266,1
3499,W03793N.mp4,N,văn nghệ,0,0,W03793B.mp4,8.153,0
399,D0326B.mp4,B,vải lụa,1,1,D0326T.mp4,0.269,1
3507,W03799T.mp4,T,vấn đề,1,1,W03799N.mp4,0.271,1
227,D0168N.mp4,N,vẫn,1,1,D0168T.mp4,0.259,1
3514,W03809B.mp4,B,vật nuôi,0,0,W03809T.mp4,17.589,0
3504,W03795T.mp4,T,vắng,0,0,W03795B.mp4,15.33,0
3811,D0517N.mp4,N,x,0,1,D0517T.mp4,0.241,1
3598,W03938B.mp4,B,xanh xao,0,0,W03938T.mp4,9.608,0
3621,W03962T.mp4,T,xe cảnh sát,0,1,W03962N.mp4,0.255,1
3625,W03967N.mp4,N,xe khách,0,0,W03967T.mp4,10.068,0
259,D0192B.mp4,B,xem,0,1,D0192T.mp4,5.422,0
3650,W04010T.mp4,T,xuất hiện,0,1,W04010N.mp4,0.217,1
3588,W03930N.mp4,N,xà phòng,0,0,W03930B.mp4,8.663,0
3590,W03931B.mp4,B,xà phòng giặt,0,0,W03931T.mp4,14.752,0
3614,W03956T.mp4,T,xây,0,1,W03956N.mp4,0.296,1
3595,W03935N.mp4,N,xã hội,1,1,W03935T.mp4,0.267,1
3657,W04025B.mp4,B,xưa,0,0,W04025T.mp4,21.456,0
3676,W04057T.mp4,T,yêu cầu,1,1,W04057N.mp4,0.233,1
3678,W04058N.mp4,N,yêu mến (yêu quí),1,1,W04058T.mp4,0.223,1
3679,W04059B.mp4,B,yếu,0,0,W04059T.mp4,14.974,0
690,W00035T.mp4,T,áo phông,1,1,W00035N.mp4,6.624,0
685,W00032N.mp4,N,áo đồng phục,0,1,W00032T.mp4,0.278,1
566,D0491B.mp4,B,â,0,0,D0491T.mp4,18.623,0
704,W00057T.mp4,T,ân hận,0,0,W00057N.mp4,14.44,0
574,D0497N.mp4,N,ê,1,1,D0497T.mp4,0.265,1
584,D0507B.mp4,B,ô,0,0,D0507T.mp4,20.704,0
198,D0151T.mp4,T,ông bà,1,1,D0151B.mp4,0.257,1
2686,W02575N.mp4,N,ông ngoại,0,0,W02575T.mp4,18.293,0
2689,W02576B.mp4,B,ông nội,0,0,W02576T.mp4,11.833,0
3664,W04038T.mp4,T,ý nghĩa,1,1,W04038N.mp4,0.212,1
565,D0490N.mp4,N,ă,1,1,D0490T.mp4,0.244,1
1638,W01153B.mp4,B,đen láy (như đen nhánh),0,0,W01153T.mp4,16.923,0
212,D0157T.mp4,T,đi dạo,1,1,D0157B.mp4,0.252,1
1683,W01205N.mp4,N,điện,1,1,W01205T.mp4,0.239,1
1641,W01154B.mp4,B,đèn báo giao thông,0,0,W01154T.mp4,14.009,0
1648,W01159T.mp4,T,đèn pin,0,0,W01159N.mp4,15.87,0
1650,W01161N.mp4,N,đèn vàng,0,0,W01161B.mp4,10.581,0
4006,W01162B.mp4,B,đèn xanh,0,0,W01162T.mp4,16.972,0
1646,W01155T.mp4,T,đèn điện,1,1,W01155N.mp4,0.25,1
1655,W01165N.mp4,N,đèo hải vân,1,1,W01165T.mp4,0.241,1
3795,D0437B.mp4,B,đùa,0,0,D0437T.mp4,10.823,0
158,D0119T.mp4,T,đúng không?,1,1,D0119B.mp4,7.709,0
3991,W01082N.mp4,N,đại diện,0,0,W01082B.mp4,13.908,0
1613,W01122B.mp4,B,đặc biệt,0,0,W01122T.mp4,11.127,0
265,D0195T.mp4,T,đẹp không?,1,1,D0195B.mp4,0.158,1
170,D0128N.mp4,N,đẹp không? (người),0,1,D0128T.mp4,8.353,0
1662,W01177B.mp4,B,đề nghị,0,0,W01177T.mp4,16.091,0
2,D0001T.mp4,T,địa chỉ,1,1,D0001N.mp4,0.235,1
1744,W01294N.mp4,N,đồng phục,1,1,W01294T.mp4,0.294,1
1752,W01304B.mp4,B,đợi,1,1,W01304T.mp4,0.184,1
3481,W03758T.mp4,T,ưu tiên,1,1,W03758N.mp4,0.228,1
2696,W02580N.mp4,N,ở ngoài,1,1,W02580T.mp4,0.235,1
3479,W03751B.mp4,B,ủy quyền,0,1,W03751T.mp4,0.284,1
